"filename", "language", "C++", "CMake", "Makefile", "Log", "CMake Cache", "TypeScript", "C", "JSON", "Markdown", "comment", "blank", "total"
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/3.20.2/CompilerIdC/CMakeCCompilerId.c", "C", 0, 0, 0, 0, 0, 0, 570, 0, 0, 58, 125, 753
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/3.20.2/CompilerIdCXX/CMakeCXXCompilerId.cpp", "C++", 561, 0, 0, 0, 0, 0, 0, 0, 0, 60, 123, 744
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/CMakeDirectoryInformation.cmake", "CMake", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/CMakeOutput.log", "Log", 0, 0, 0, 379, 0, 0, 0, 0, 0, 0, 31, 410
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/Makefile.cmake", "CMake", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/out.exe.dir/DependInfo.cmake", "CMake", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/out.exe.dir/cmake_clean.cmake", "CMake", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/home/sun/Webserver1/Mywebserver/testServer/build/CMakeFiles/out.exe.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3
"/home/sun/Webserver1/Mywebserver/testServer/build/Makefile", "Makefile", 0, 0, 105, 0, 0, 0, 0, 0, 0, 51, 53, 209
"/home/sun/Webserver1/Mywebserver/testServer/build/cmake_install.cmake", "CMake", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"/home/sun/Webserver1/Mywebserver/testServer/main.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 53
"/home/sun/Webserver1/Mywebserver/time/inc/timePoint.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 42
"/home/sun/Webserver1/Mywebserver/time/inc/timmer.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 57
"/home/sun/Webserver1/Mywebserver/time/src/timePoint.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 59
"/home/sun/Webserver1/Mywebserver/time/src/timmer.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 55
"Total", "-", 3305, 573, 408, 758, 607, 4, 1140, 1726, 2, 444, 1559, 10526
